"Season","Squad","Comp","Player","Nation","Pos","Age","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","MP","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA_Types","PassDead_SCA_Types","TO_SCA_Types","Sh_SCA_Types","Fld_SCA_Types","Def_SCA_Types","GCA_GCA","GCA90_GCA","PassLive_GCA_Types","PassDead_GCA_Types","TO_GCA_Types","Sh_GCA_Types","Fld_GCA_Types","Def_GCA_Types","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"2022-2023","Go Ahead Eagles","Eredivisie","Xander Blomme","BEL","MF","20",5,374,4.2,1,0,1,1,0,0,1,0,0.2,0.2,0.5,0.7,0,12,3,0.24,0,0.24,0.24,0.24,0.04,0.13,0.17,0.04,0.17,8,4.2,10,7,5,5,0,6,13,46.2,7,6,0,6,11,21,4,0,136,176,77.3,2256,767,57,73,78.1,65,74,87.8,8,16,50,0.5,0.2,-0.5,2,14,2,0,12,1,3,1,33.3,0.72,0.24,0.33,1,22.8,0,0,0,0.06,0.8,0.8,176,171,5,4,0,0,0,1,0,0,0,0,136,0,6,2,0.48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,216,8,67,123,28,4,216,2,1,50,1,50,100,293,89,0,0,0,3,5,121,3,0,6,3,0,0,7,0,0,0,33,8,9,47.1
"2022-2023","Go Ahead Eagles","Eredivisie","Fredrik Oppegard","NOR","DF","19",4,397,4.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,11,12,14,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,8,4.4,13,8,8,5,0,9,12,75,3,7,0,7,3,16,21,0,142,187,75.9,2565,1073,69,80,86.3,49,71,69,21,26,80.8,0.2,0.2,-0.2,2,10,3,2,12,0,1,1,100,0.23,0.23,0,0,11.6,0,0,0,0.07,-0.1,-0.1,187,148,39,3,0,1,7,36,0,0,0,0,142,0,7,4,0.91,3,0,1,0,0,0,0,0,0,0,0,0,0,0,238,22,101,93,47,2,238,8,7,87.5,0,0,123,673,364,11,6,1,6,2,120,14,0,3,6,0,7,8,0,1,0,27,2,2,50
"2022-2023","Go Ahead Eagles","Eredivisie","Tesfaldet Tekie","SWE","MF","25",4,350,3.9,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,5,21,6,0,0,0,0,0,0.02,0.12,0.14,0.02,0.14,8,3.9,10,3,2,6,2,3,6,50,3,6,1,5,3,13,4,0,157,201,78.1,2719,1041,74,84,88.1,63,69,91.3,17,35,48.6,0.4,0.5,-0.4,3,21,4,0,21,0,3,0,0,0.77,0,0,NA,29.3,0,0,0,0.03,-0.1,-0.1,201,195,5,5,1,2,1,0,0,0,0,0,157,1,5,5,1.29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,243,5,58,152,36,1,243,6,2,33.3,4,66.7,135,639,318,5,7,1,6,3,150,6,0,6,3,0,1,3,0,0,0,24,0,4,0
"2022-2023","Go Ahead Eagles","Eredivisie","Justin Bakker","NED","DF","24",3,225,2.5,0,0,0,0,0,0,1,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,3,2.5,2,2,1,1,0,2,4,50,2,2,1,1,2,4,8,1,85,119,71.4,1896,834,23,28,82.1,46,54,85.2,16,37,43.2,0,0.1,0,0,15,1,0,13,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,119,109,10,2,0,3,1,0,1,1,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,24,81,54,4,0,138,0,0,NA,0,NA,61,267,165,3,1,0,4,0,77,0,0,1,0,0,1,2,0,0,0,11,2,7,22.2
"2022-2023","Go Ahead Eagles","Eredivisie","Sylla Sow","NED","FW,MF","25",0,534,5.9,1,0,1,1,0,0,1,0,2.2,2.2,0.3,2.5,15,18,55,0.17,0,0.17,0.17,0.17,0.37,0.06,0.42,0.37,0.42,24,5.9,12,7,2,7,3,5,14,35.7,9,8,1,7,6,18,3,0,126,171,73.7,1686,333,73,95,76.8,41,50,82,3,6,50,0.3,0.4,-0.3,6,6,3,0,18,1,14,3,21.4,2.36,0.51,0.07,0.33,15.7,0,0,0,0.16,-1.2,-1.2,171,166,5,0,0,0,6,2,0,0,0,0,126,0,6,24,4.04,16,0,3,2,1,2,0,0,0,0,0,0,0,0,281,2,20,106,159,35,281,26,12,46.2,13,50,160,1031,351,15,11,4,28,18,193,55,0,11,5,1,6,7,0,0,0,30,6,28,17.6
"2022-2023","Go Ahead Eagles","Eredivisie","Jahnoah Markelo","NED","MF,FW","19",0,96,1.1,0,0,0,0,0,0,0,0,0,0,0.4,0.4,7,2,13,0,0,0,0,0,0.02,0.33,0.35,0.02,0.35,5,1.1,1,1,1,0,0,0,0,NA,0,3,1,2,0,1,0,0,27,44,61.4,609,148,9,15,60,10,14,71.4,8,13,61.5,0.4,0.8,-0.4,3,1,4,3,2,0,1,0,0,0.94,0,0,NA,28.9,0,0,0,0.02,0,0,44,41,3,1,0,2,11,2,0,0,0,0,27,0,1,3,2.81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,9,16,38,5,60,9,3,33.3,4,44.4,42,436,157,7,3,2,3,2,46,13,0,0,3,0,11,1,0,0,0,4,0,1,0
"2022-2023","Go Ahead Eagles","Eredivisie","Federico Mattiello","ITA","DF,MF","27",0,96,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1,6,4,8,0,0,0,0,0,0.15,0.75,0.9,0.15,0.9,6,1.1,9,5,2,4,3,3,4,75,1,3,0,3,4,13,7,0,48,60,80,719,204,27,29,93.1,19,25,76,1,2,50,0.8,0.6,-0.8,1,2,2,1,4,0,2,0,0,1.87,0,0,NA,13.7,0,0,0,0.08,-0.2,-0.2,60,49,10,0,0,0,4,10,0,0,0,0,48,1,2,4,3.71,3,0,0,0,1,0,1,0.93,0,0,0,0,1,0,93,4,27,29,41,3,93,8,3,37.5,4,50,40,307,145,6,5,1,4,1,42,8,0,3,4,0,4,5,1,0,0,5,2,0,100
"2022-2023","Go Ahead Eagles","Eredivisie","Martijn Berden","NED","FW,MF","25",0,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,2,5,0,0,0,0,0,0.15,0.17,0.31,0.15,0.31,5,0.9,1,1,0,0,1,1,1,100,0,2,0,2,1,2,1,0,18,24,75,313,65,8,9,88.9,9,9,100,1,2,50,0.2,0.3,-0.2,2,0,1,0,2,0,3,1,33.3,3.21,1.07,0,0,17.8,0,0,0,0.05,-0.1,-0.1,24,23,1,0,0,0,0,1,0,0,0,0,18,0,1,2,2.17,2,0,0,0,0,0,1,1.08,1,0,0,0,0,0,45,2,9,11,26,6,45,4,1,25,3,75,19,135,67,3,4,0,4,2,23,5,0,2,0,0,0,1,0,0,0,8,1,2,33.3
"2022-2023","Go Ahead Eagles","Eredivisie","Darío Serra","ESP","FW","19",0,41,0.5,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,5,0,2,2.2,0,2.2,2.2,2.2,1.08,0,1.08,1.08,1.08,3,0.5,1,0,1,0,0,1,2,50,1,0,0,0,0,1,0,0,11,14,78.6,120,21,10,11,90.9,1,2,50,0,1,0,0,0,0,0,0,0,0,0,1,2,2,100,4.39,4.39,0.5,0.5,12.3,0,0,0,0.25,0.5,0.5,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,7,11,5,19,2,2,100,0,0,13,177,137,5,3,3,1,1,13,2,0,0,0,0,1,0,0,0,0,1,0,0,NA
"2022-2023","Go Ahead Eagles","Eredivisie","Pim Saathof","NED","MF,DF","18",0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0.13,0,0.13,0.13,0.13,3,0.3,3,2,2,1,0,2,4,50,2,1,0,1,0,3,1,0,9,14,64.3,137,43,4,5,80,5,7,71.4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,100,3.46,3.46,0,0,13.9,0,0,0,0.04,0,0,14,10,4,0,0,0,2,4,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,5,7,16,3,27,0,0,NA,0,NA,11,78,40,2,2,0,4,1,11,2,0,1,0,0,2,2,0,0,0,3,0,2,0
"2022-2023","Go Ahead Eagles","Eredivisie","Aventis Aventisian","GRE","MF,DF","19",0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.1,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,5,7,71.4,102,30,1,1,100,4,5,80,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,6,1,0,9,0,0,NA,0,NA,4,9,7,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,2,0
"2022-2023","NEC Nijmegen","Eredivisie","Bart van Rooij","NED","DF","21",33,2970,33,0,0,0,0,0,0,3,0,1.1,1.1,3.4,4.6,62,112,135,0,0,0,0,0,0.03,0.1,0.14,0.03,0.14,33,33,70,37,48,18,4,38,79,48.1,41,47,16,31,35,105,75,1,1313,1716,76.5,22570,7325,605,695,87.1,532,712,74.7,135,220,61.4,3.4,3.2,-3.4,30,92,25,17,112,0,16,5,31.3,0.48,0.15,0,0,21.7,0,0,0,0.07,-1.1,-1.1,1716,1384,329,34,5,10,71,295,0,0,0,0,1313,3,27,57,1.73,47,7,3,0,0,0,2,0.06,2,0,0,0,0,0,2046,121,695,922,442,34,2046,45,18,40,21,46.7,996,5232,2435,62,44,8,31,16,1084,135,0,33,25,0,71,37,0,1,1,165,39,30,56.5
"2022-2023","NEC Nijmegen","Eredivisie","Souffian El Karouani","MAR","DF","21",33,2885,32.1,2,1,3,2,0,0,8,0,1.3,1.3,2.2,3.6,96,82,215,0.06,0.03,0.09,0.06,0.09,0.04,0.07,0.11,0.04,0.11,33,32.1,68,45,44,22,2,39,64,60.9,25,34,12,22,23,91,75,0,1153,1567,73.6,17800,5745,619,695,89.1,419,563,74.4,71,182,39,2.2,3.5,-1.2,24,59,28,19,82,2,30,9,30,0.94,0.28,0.07,0.22,22,0,0,0,0.04,0.7,0.7,1567,1245,318,33,3,5,141,285,0,0,0,0,1153,4,56,65,2.03,49,2,8,5,1,0,3,0.09,3,0,0,0,0,0,1923,110,556,818,584,51,1923,85,32,37.6,47,55.3,1005,5880,3470,96,62,18,39,32,1072,215,0,46,34,2,141,45,1,0,0,215,20,25,44.4
"2022-2023","NEC Nijmegen","Eredivisie","Lasse Schöne","DEN","MF","36",32,2771,30.8,1,1,2,1,0,0,4,0,1,1,3.5,4.5,18,175,24,0.03,0.03,0.06,0.03,0.06,0.03,0.11,0.15,0.03,0.15,32,30.8,45,22,19,19,7,31,58,53.4,27,31,16,15,38,83,47,0,1509,1809,83.4,24238,9169,775,852,91,567,644,88,115,216,53.2,3.5,4,-2.5,43,136,15,3,175,1,20,3,15,0.65,0.1,0.05,0.33,25.9,7,0,0,0.05,0,0,1809,1600,206,118,3,5,118,6,82,16,56,2,1509,3,19,91,2.96,58,31,1,0,0,1,3,0.1,3,0,0,0,0,0,2086,101,492,1233,384,5,2086,35,19,54.3,14,40,1167,5631,2445,18,25,0,21,28,1271,24,0,20,30,1,118,22,0,0,0,232,27,30,47.4
"2022-2023","NEC Nijmegen","Eredivisie","Dirk Proper","NED","MF","20",32,2755,30.6,1,1,2,1,0,0,3,1,2.2,2.2,1.4,3.5,20,133,27,0.03,0.03,0.07,0.03,0.07,0.07,0.04,0.12,0.07,0.12,32,30.6,65,31,28,20,17,24,44,54.5,20,35,10,25,29,94,31,0,1238,1412,87.7,20435,5984,613,692,88.6,451,487,92.6,118,142,83.1,1.4,1.4,-0.4,29,118,16,0,133,1,19,3,15.8,0.62,0.1,0.05,0.33,13.8,0,0,0,0.11,-1.2,-1.2,1412,1384,26,19,1,8,3,6,0,0,0,0,1238,2,16,63,2.06,58,0,4,1,0,0,4,0.13,3,0,1,0,0,0,1707,72,451,1015,258,45,1707,39,27,69.2,11,28.2,1026,4671,1882,20,21,5,44,15,1145,27,0,45,26,0,3,31,0,0,0,195,26,35,42.6
"2022-2023","NEC Nijmegen","Eredivisie","Iván Márquez","ESP","DF","28",31,2737,30.4,3,1,4,3,0,0,5,1,4.2,4.2,0.8,4.9,10,90,4,0.1,0.03,0.13,0.1,0.13,0.14,0.02,0.16,0.14,0.16,31,30.4,24,12,21,3,0,14,23,60.9,9,55,38,17,27,51,137,0,1332,1578,84.4,26284,10741,427,483,88.4,740,813,91,149,246,60.6,0.8,0.4,0.2,7,56,1,0,90,3,30,12,40,0.99,0.39,0.1,0.25,10.5,0,0,0,0.14,-1.2,-1.2,1578,1519,58,48,0,8,0,4,0,0,0,0,1332,1,9,27,0.89,21,0,0,3,2,1,4,0.13,3,0,0,1,0,0,1888,321,1121,716,60,47,1888,3,3,100,0,0,1058,4876,2073,10,1,0,8,0,1216,4,0,28,19,2,0,12,0,1,0,158,80,42,65.6
"2022-2023","NEC Nijmegen","Eredivisie","Elayis Tavsan","NED","FW","21",30,2539,28.2,3,3,6,3,0,0,2,0,5.2,5.2,3.7,9,126,66,210,0.11,0.11,0.21,0.11,0.21,0.19,0.13,0.32,0.19,0.32,32,28.2,40,26,14,17,9,13,30,43.3,17,26,1,25,6,46,13,0,566,746,75.9,8944,1637,283,322,87.9,206,264,78,45,76,59.2,3.7,3.1,-0.7,25,26,27,2,66,3,71,16,22.5,2.52,0.57,0.04,0.19,18.9,2,0,0,0.07,-2.2,-2.2,746,699,44,15,4,4,70,7,21,2,19,0,566,3,35,82,2.91,39,8,18,6,11,0,9,0.32,5,0,1,1,2,0,1117,10,127,416,595,108,1117,168,69,41.1,70,41.7,784,6918,3305,126,87,53,67,43,821,210,0,25,58,5,70,26,0,0,0,91,10,27,27
"2022-2023","NEC Nijmegen","Eredivisie","Landry Dimata","BEL","FW","24",25,2199,24.4,10,2,12,7,3,3,1,0,10.6,8.3,1.4,9.7,26,31,112,0.41,0.08,0.49,0.29,0.37,0.43,0.06,0.49,0.34,0.4,30,24.4,8,4,1,6,1,1,8,12.5,7,7,3,4,0,8,10,0,318,413,77,4094,651,188,232,81,91,117,77.8,11,13,84.6,1.4,1.6,0.6,22,17,7,1,31,10,55,20,36.4,2.25,0.82,0.13,0.35,13.2,0,3,3,0.15,-0.6,-1.3,413,376,36,0,1,0,5,1,0,0,0,0,318,1,9,60,2.45,42,0,3,5,9,1,5,0.2,5,0,0,0,0,0,673,22,44,320,313,107,670,38,15,39.5,20,52.6,440,2292,767,26,16,15,73,49,560,112,0,31,86,14,5,4,0,0,0,46,66,55,54.5
"2022-2023","NEC Nijmegen","Eredivisie","Oussama Tannane","MAR","MF","28",25,2144,23.8,6,9,15,6,0,1,7,1,4.5,3.7,6.9,10.6,91,184,106,0.25,0.38,0.63,0.25,0.63,0.19,0.29,0.48,0.16,0.45,25,23.8,42,23,13,25,4,11,21,52.4,10,13,0,13,7,49,6,0,879,1234,71.2,15602,6050,421,500,84.2,267,360,74.2,138,264,52.3,6.9,6.5,2.1,59,159,36,8,184,6,76,29,38.2,3.19,1.22,0.08,0.21,27,20,0,1,0.05,1.5,2.3,1234,1050,177,76,17,29,141,12,78,21,47,0,879,7,28,127,5.33,68,28,10,7,14,0,16,0.67,11,2,2,0,1,0,1516,9,121,829,591,34,1515,78,41,52.6,32,41,952,6272,2965,91,87,18,62,40,1084,106,0,47,58,4,141,23,0,0,0,113,13,14,48.1
"2022-2023","NEC Nijmegen","Eredivisie","Magnus Mattsson","DEN","FW,MF","23",23,1802,20,4,2,6,4,0,0,1,0,6.4,6.4,3,9.4,38,63,120,0.2,0.1,0.3,0.2,0.3,0.32,0.15,0.47,0.32,0.47,25,20,37,20,16,12,9,20,50,40,30,25,2,23,13,50,16,1,518,657,78.8,6835,1881,329,385,85.5,132,158,83.5,22,31,71,3,2.7,-1,26,35,15,2,63,4,37,16,43.2,1.85,0.8,0.11,0.25,13.8,0,0,0,0.17,-2.4,-2.4,657,650,4,2,6,2,14,1,0,0,0,0,518,3,26,64,3.2,43,0,7,6,6,2,6,0.3,3,0,1,1,1,0,910,23,167,420,335,71,910,91,40,44,40,44,580,3057,1408,38,33,15,44,32,639,120,0,8,30,2,14,20,1,0,0,109,10,19,34.5
"2022-2023","NEC Nijmegen","Eredivisie","Philippe Sandler","NED","DF","25",20,1629,18.1,1,2,3,1,0,0,3,0,0.6,0.6,1,1.6,18,85,5,0.06,0.11,0.17,0.06,0.17,0.04,0.05,0.09,0.04,0.09,21,18.1,21,13,14,7,0,12,16,75,4,19,12,7,20,41,81,3,939,1082,86.8,18386,7529,324,361,89.8,486,524,92.7,111,162,68.5,1,1.2,1,7,59,3,0,85,1,9,2,22.2,0.5,0.11,0.11,0.5,12.7,0,0,0,0.07,0.4,0.4,1082,1038,43,38,3,15,3,2,0,0,0,0,939,1,6,18,0.99,15,0,0,3,0,0,3,0.17,2,0,0,1,0,0,1264,185,627,585,59,25,1264,11,6,54.5,4,36.4,787,4471,2401,18,8,1,6,2,825,5,0,12,9,0,3,13,0,1,0,106,37,20,64.9
"2022-2023","NEC Nijmegen","Eredivisie","Joris Kramer","NED","DF","25",11,1159,12.9,0,2,2,0,0,0,1,0,0.2,0.2,0.7,0.9,3,39,3,0,0.16,0.16,0,0.16,0.01,0.06,0.07,0.01,0.07,22,12.9,15,7,8,5,2,5,7,71.4,2,16,10,6,27,42,47,0,602,684,88,11248,3849,212,228,93,338,363,93.1,45,67,67.2,0.7,0.5,1.3,5,29,1,0,39,0,5,1,20,0.39,0.08,0,0,12.3,0,0,0,0.03,-0.2,-0.2,684,661,22,12,0,5,1,5,0,0,0,0,602,1,9,12,0.93,11,0,1,0,0,0,2,0.16,2,0,0,0,0,0,807,104,427,351,32,14,807,3,2,66.7,1,33.3,451,2510,1098,3,2,1,2,2,510,3,0,13,1,0,1,7,0,0,0,64,25,23,52.1
"2022-2023","NEC Nijmegen","Eredivisie","Mikkel Duelund","DEN","MF,FW","25",11,930,10.3,1,2,3,1,0,0,1,0,1.5,1.5,1.2,2.7,15,35,44,0.1,0.19,0.29,0.1,0.29,0.15,0.12,0.26,0.15,0.26,15,10.3,17,13,6,10,1,6,18,33.3,12,12,0,12,6,23,9,0,236,316,74.7,3588,866,127,154,82.5,83,94,88.3,15,24,62.5,1.2,1.1,0.8,11,24,8,1,35,1,18,4,22.2,1.74,0.39,0.06,0.25,16.2,0,0,0,0.08,-0.5,-0.5,316,311,5,1,5,3,3,1,0,0,0,0,236,0,18,28,2.71,20,0,1,2,5,0,2,0.19,2,0,0,0,0,0,451,13,79,206,171,28,451,28,14,50,13,46.4,291,1884,663,15,15,1,35,21,320,44,0,15,13,0,3,13,0,0,0,46,11,14,44
"2022-2023","NEC Nijmegen","Eredivisie","Calvin Verdonk","NED","DF","25",10,960,10.7,0,2,2,0,0,0,4,0,0.5,0.5,0.9,1.5,8,57,17,0,0.19,0.19,0,0.19,0.05,0.09,0.14,0.05,0.14,17,10.7,23,12,15,8,0,8,12,66.7,4,24,8,16,14,37,34,0,600,722,83.1,10889,4676,239,259,92.3,277,318,87.1,68,109,62.4,0.9,0.8,1.1,8,43,10,2,57,0,4,1,25,0.37,0.09,0,0,17.3,0,0,0,0.14,-0.5,-0.5,722,659,62,14,0,7,9,45,0,0,0,0,600,1,10,24,2.25,21,1,1,0,1,0,5,0.47,4,1,0,0,0,0,832,80,372,383,88,11,832,7,6,85.7,1,14.3,481,2471,1315,8,10,0,7,9,518,17,0,9,4,1,9,12,0,0,0,87,13,13,50
"2022-2023","NEC Nijmegen","Eredivisie","Ibrahim Cissoko","NED","FW","19",9,859,9.5,2,0,2,2,0,0,0,0,2.4,2.4,2.3,4.7,65,33,101,0.21,0,0.21,0.21,0.21,0.25,0.24,0.49,0.25,0.49,26,9.5,10,6,5,5,0,3,6,50,3,7,1,6,0,10,4,0,209,295,70.8,2770,903,130,151,86.1,68,96,70.8,4,17,23.5,2.3,2.9,-2.3,14,15,12,4,33,2,24,5,20.8,2.51,0.52,0.08,0.4,15.9,0,0,0,0.1,-0.4,-0.4,295,289,6,0,0,0,27,6,0,0,0,0,209,0,10,38,3.98,21,0,6,4,7,0,1,0.1,0,0,0,0,1,0,434,5,42,150,246,67,434,68,25,36.8,27,39.7,325,2907,1788,65,43,34,29,9,337,101,0,4,31,2,27,6,1,1,0,31,6,4,60
"2022-2023","NEC Nijmegen","Eredivisie","Pedro David Rosendo Marques","POR","FW,MF","24",7,819,9.1,5,3,8,5,0,0,1,0,3.9,3.9,1.3,5.2,7,7,59,0.55,0.33,0.88,0.55,0.88,0.43,0.14,0.57,0.43,0.57,30,9.1,4,1,2,1,1,1,7,14.3,6,8,1,7,0,4,9,0,150,208,72.1,1851,265,96,122,78.7,33,48,68.8,4,7,57.1,1.3,0.7,1.7,10,8,2,0,7,5,21,13,61.9,2.31,1.43,0.24,0.38,11.7,0,0,0,0.19,1.1,1.1,208,184,24,0,0,0,1,1,0,0,0,0,150,0,6,26,2.86,17,0,2,2,5,0,7,0.77,4,0,1,0,2,0,333,12,29,144,164,53,333,14,4,28.6,10,71.4,169,642,273,7,6,6,36,13,234,59,0,8,10,1,1,1,1,0,0,18,26,38,40.6
"2022-2023","NEC Nijmegen","Eredivisie","Jordy Bruijn","NED","MF,FW","26",4,574,6.4,2,1,3,1,1,1,1,0,2.3,1.5,0.9,2.5,7,36,23,0.31,0.16,0.47,0.16,0.31,0.36,0.15,0.51,0.24,0.38,19,6.4,8,4,3,4,1,6,16,37.5,10,6,3,3,3,11,2,0,200,246,81.3,3347,1102,100,110,90.9,77,86,89.5,16,29,55.2,0.9,1.3,0.1,7,27,5,2,36,2,13,4,30.8,2.04,0.63,0.08,0.25,19.2,1,1,1,0.12,-0.3,-0.5,246,233,12,5,0,6,9,1,3,1,2,0,200,1,7,22,3.43,17,0,1,3,0,1,2,0.31,2,0,0,0,0,0,315,9,50,180,89,23,314,14,5,35.7,7,50,178,952,408,7,6,1,14,7,206,23,0,2,8,2,9,4,0,0,0,35,2,4,33.3
"2022-2023","NEC Nijmegen","Eredivisie","Anthony Musaba","NED","FW","21",2,330,3.7,1,0,1,1,0,0,0,0,0.5,0.5,0.8,1.3,25,8,36,0.27,0,0.27,0.27,0.27,0.14,0.23,0.36,0.14,0.36,16,3.7,5,3,2,0,3,1,2,50,1,8,1,7,1,6,1,0,76,102,74.5,949,281,49,56,87.5,21,28,75,1,3,33.3,0.8,0.9,-0.8,7,4,7,3,8,1,11,6,54.5,3,1.64,0.09,0.17,17.5,0,0,0,0.05,0.5,0.5,102,101,1,1,1,0,5,0,0,0,0,0,76,0,7,13,3.53,10,0,3,0,0,0,0,0,0,0,0,0,0,0,167,3,21,57,94,22,167,31,14,45.2,16,51.6,123,1250,712,25,14,13,11,9,128,36,0,4,2,0,5,3,0,0,0,19,3,9,25
"2022-2023","NEC Nijmegen","Eredivisie","Andri Fannar Baldursson","ISL","MF","20",1,213,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0,0.3,1,9,0,0,0,0,0,0,0.09,0.02,0.11,0.09,0.11,11,2.4,8,6,3,5,0,4,6,66.7,2,5,5,0,5,13,4,0,81,103,78.6,1431,469,33,41,80.5,35,44,79.5,9,11,81.8,0,0,0,1,9,1,0,9,0,1,1,100,0.42,0.42,0,0,15.9,0,0,0,0.21,-0.2,-0.2,103,101,1,1,0,0,0,0,0,0,0,0,81,1,1,2,0.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,130,11,59,64,9,2,130,5,5,100,0,0,69,310,99,1,1,0,1,0,70,0,0,6,2,0,0,6,0,0,0,22,3,4,42.9
"2022-2023","NEC Nijmegen","Eredivisie","Terry Lartey Sanniez","NED","DF,FW","25",1,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,9,1.7,5,4,4,1,0,1,2,50,1,2,0,2,1,6,5,1,76,85,89.4,1326,392,39,41,95.1,31,32,96.9,6,11,54.5,0,0,0,0,4,0,0,7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,85,83,2,2,0,5,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,15,52,47,3,1,102,0,0,NA,0,NA,68,286,154,1,0,0,1,0,64,0,0,0,1,0,0,4,0,0,0,15,1,2,33.3
"2022-2023","NEC Nijmegen","Eredivisie","Ilias Bronkhorst","NED","FW,DF","25",0,51,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02,4,0.6,2,1,1,0,1,0,1,0,1,0,0,0,0,2,1,0,11,18,61.1,158,74,7,8,87.5,3,7,42.9,1,2,50,0,0,0,0,0,0,0,2,0,1,0,0,1.76,0,0,NA,32.1,0,0,0,0.01,0,0,18,16,2,0,0,0,2,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,5,10,11,2,26,0,0,NA,0,NA,16,58,7,0,0,0,1,2,18,3,0,2,1,0,2,1,0,0,0,2,4,6,40
