"Season","Squad","Comp","Player","Nation","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA_Types","PassDead_SCA_Types","TO_SCA_Types","Sh_SCA_Types","Fld_SCA_Types","Def_SCA_Types","GCA_GCA","GCA90_GCA","PassLive_GCA_Types","PassDead_GCA_Types","TO_GCA_Types","Sh_GCA_Types","Fld_GCA_Types","Def_GCA_Types","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"2022-2023","Casa Pia","Primeira Liga","Rafael Martins","BRA","FW","33",NA,18,1431,15.9,6,1,7,6,0,0,5,0,5,5,0.8,5.8,13,24,57,0.38,0.06,0.44,0.38,0.44,0.32,0.05,0.37,0.32,0.37,15.9,8,4,1,5,2,0,4,0,4,13,0,13,0,8,15,0,243,378,64.3,3445,553,121,178,68,85,117,72.6,12,21,57.1,0.8,0.3,0.2,12,22,1,0,24,6,37,10,27,2.33,0.63,0.16,0.6,15.6,0,0,0,0.15,1,1,378,343,32,1,1,0,4,0,0,0,0,0,243,3,18,27,1.71,17,0,0,6,2,2,3,0.19,1,0,0,1,1,0,517,16,60,304,158,44,517,8,4,50,4,50,234,1056,402,13,9,3,34,15,373,57,0,30,28,8,4,4,0,0,0,53,37,44,45.7
"2022-2023","Casa Pia","Primeira Liga","João Nunes","POR","DF","26",NA,17,1647,18.3,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.6,10,56,7,0.05,0,0.05,0.05,0.05,0.03,0,0.04,0.03,0.04,18.3,37,21,29,8,0,26,38,68.4,12,31,18,13,24,61,79,0,626,813,77,11314,4035,252,283,89,304,357,85.2,58,138,42,0.1,0.1,-0.1,3,54,3,0,56,1,8,6,75,0.44,0.33,0.13,0.17,10.8,0,0,0,0.07,0.4,0.4,813,763,49,30,3,8,9,18,0,0,0,0,626,1,12,13,0.71,11,0,0,1,1,0,1,0.05,0,0,0,0,1,0,1020,146,541,421,63,17,1020,7,6,85.7,1,14.3,486,2283,1070,10,9,1,14,0,588,7,0,14,10,0,9,21,1,0,1,101,35,22,61.4
"2022-2023","Casa Pia","Primeira Liga","Derick","BRA","MF,DF","28",NA,17,1441,16,0,0,0,0,0,0,0,0,0.9,0.9,1,1.9,31,44,81,0,0,0,0,0,0.06,0.06,0.12,0.06,0.12,16,28,18,17,10,1,20,42,47.6,22,26,6,20,16,44,44,0,413,599,68.9,6377,2320,233,267,87.3,143,208,68.8,29,85,34.1,1,1,-1,12,25,16,12,44,0,15,3,20,0.94,0.19,0,0,22.6,0,0,0,0.06,-0.9,-0.9,599,450,144,10,0,2,60,127,7,4,2,0,413,5,20,30,1.87,20,7,0,1,1,1,2,0.12,2,0,0,0,0,0,798,46,241,326,243,16,798,23,10,43.5,11,47.8,352,2142,1062,31,30,4,22,12,381,81,0,14,21,1,60,18,0,0,0,93,10,17,37
"2022-2023","Casa Pia","Primeira Liga","Takahiro Kunimoto","JPN","FW,MF","24",NA,17,1269,14.1,1,2,3,1,0,0,5,0,1.2,1.2,2.1,3.3,16,58,66,0.07,0.14,0.21,0.07,0.21,0.09,0.15,0.24,0.09,0.24,14.1,14,8,5,8,1,9,31,29,22,22,0,22,9,23,7,0,351,517,67.9,6130,2082,172,211,81.5,122,163,74.8,45,99,45.5,2.1,2.3,-0.1,24,43,8,1,58,1,15,6,40,1.06,0.43,0.07,0.17,18,0,0,0,0.08,-0.2,-0.2,517,439,76,16,5,5,69,6,54,20,25,1,351,2,13,44,3.12,25,13,3,3,0,0,5,0.35,4,1,0,0,0,0,656,10,98,290,272,27,656,26,11,42.3,13,50,329,1453,630,16,15,3,27,17,416,66,0,28,14,4,69,8,0,0,0,69,5,7,41.7
"2022-2023","Casa Pia","Primeira Liga","Yuki Soma","JPN","FW,MF","25",NA,13,1217,13.5,2,1,3,2,0,0,4,1,3,3,3.1,6.1,47,26,86,0.15,0.07,0.22,0.15,0.22,0.22,0.23,0.45,0.22,0.45,13.5,21,16,6,13,2,13,27,48.1,14,15,2,13,6,27,4,0,208,339,61.4,3801,1162,97,119,81.5,76,104,73.1,28,78,35.9,3.1,2.8,-2.1,20,9,7,3,26,2,32,13,40.6,2.37,0.96,0.06,0.15,18.9,4,0,0,0.09,-1,-1,339,264,72,25,0,2,88,14,32,17,12,1,208,3,18,41,3.03,14,15,5,3,4,0,1,0.07,0,1,0,0,0,0,477,7,67,158,256,36,477,32,11,34.4,12,37.5,260,1963,1067,47,27,9,25,18,288,86,0,25,28,5,88,16,0,0,0,45,8,18,30.8
"2022-2023","Casa Pia","Primeira Liga","Clayton","BRA","FW","23",NA,11,1184,13.2,4,0,4,4,0,0,6,1,5.9,5.9,0.4,6.3,15,18,76,0.3,0,0.3,0.3,0.3,0.45,0.03,0.48,0.45,0.48,13.2,11,5,1,8,2,5,15,33.3,10,3,0,3,4,15,10,0,163,222,73.4,2406,349,91,113,80.5,54,68,79.4,8,14,57.1,0.4,0.3,-0.4,9,16,3,0,18,4,41,16,39,3.12,1.22,0.1,0.25,17,0,0,0,0.14,-1.9,-1.9,222,197,23,0,2,1,2,0,0,0,0,0,163,2,10,19,1.46,9,0,2,4,2,2,0,0,0,0,0,0,0,0,414,11,22,227,170,54,414,35,17,48.6,12,34.3,253,1228,364,15,13,6,67,25,345,76,0,44,35,19,2,5,0,0,0,31,30,64,31.9
"2022-2023","Casa Pia","Primeira Liga","Romário Baró","POR","MF,FW","22",NA,11,933,10.4,0,1,1,0,0,0,3,0,0.6,0.6,1.7,2.3,15,38,34,0,0.1,0.1,0,0.1,0.06,0.17,0.23,0.06,0.23,10.4,20,10,8,10,2,11,20,55,9,11,1,10,10,30,5,0,239,291,82.1,3806,1107,124,138,89.9,92,108,85.2,16,23,69.6,1.7,1.6,-0.7,12,23,6,0,38,0,12,1,8.3,1.16,0.1,0,0,26.9,0,0,0,0.05,-0.6,-0.6,291,279,10,6,6,0,4,1,3,1,0,0,239,2,10,31,2.99,27,0,1,1,2,0,3,0.29,2,0,0,0,1,0,410,9,59,237,124,14,410,35,15,42.9,16,45.7,238,1428,655,15,12,3,19,25,262,34,0,12,18,2,4,10,0,1,0,66,7,14,33.3
"2022-2023","Casa Pia","Primeira Liga","Beni","ANG","MF","20",NA,10,937,10.4,0,1,1,0,0,0,4,1,0.2,0.2,0.9,1.1,13,41,11,0,0.1,0.1,0,0.1,0.01,0.09,0.1,0.01,0.1,10.4,31,19,12,17,2,17,35,48.6,18,7,2,5,15,46,8,0,342,397,86.1,5644,1508,160,178,89.9,144,153,94.1,23,38,60.5,0.9,0.7,0.1,15,32,2,1,41,0,4,0,0,0.38,0,0,NA,22.7,0,0,0,0.04,-0.2,-0.2,397,390,6,6,0,2,4,0,0,0,0,0,342,1,9,30,2.88,26,0,2,0,1,1,1,0.1,1,0,0,0,0,0,508,17,119,307,93,4,508,37,23,62.2,13,35.1,278,1615,590,13,19,0,11,12,310,11,1,14,7,0,4,19,0,0,0,72,7,9,43.8
"2022-2023","Casa Pia","Primeira Liga","Felippe Cardoso","BRA","FW","23",NA,5,508,5.6,4,0,4,3,1,1,4,1,3.6,2.8,1.2,4,10,11,19,0.71,0,0.71,0.53,0.53,0.62,0.21,0.83,0.48,0.7,5.6,2,1,0,1,1,2,6,33.3,4,1,0,1,2,4,7,0,73,98,74.5,1126,254,37,49,75.5,32,37,86.5,3,5,60,1.2,1,-1.2,8,6,1,0,11,4,15,5,33.3,2.66,0.89,0.2,0.6,14.6,0,1,1,0.19,0.4,0.2,98,84,13,1,0,0,1,0,0,0,0,0,73,1,1,15,2.6,10,0,2,0,3,0,3,0.52,0,0,1,0,2,0,178,6,17,87,78,25,177,28,16,57.1,12,42.9,115,692,269,10,4,2,26,10,131,19,1,18,10,4,1,1,1,0,0,15,13,18,41.9
"2022-2023","Casa Pia","Primeira Liga","Diogo Pinto","POR","FW,MF","23",NA,5,459,5.1,0,2,2,0,0,0,1,0,0.7,0.7,0.4,1,4,15,20,0,0.39,0.39,0,0.39,0.13,0.07,0.2,0.13,0.2,5.1,8,6,6,2,0,5,9,55.6,4,1,0,1,2,10,2,0,104,140,74.3,1468,312,70,76,92.1,27,38,71.1,6,15,40,0.4,0.6,1.6,7,12,2,0,15,0,4,4,100,0.78,0.78,0,0,13.8,0,0,0,0.17,-0.7,-0.7,140,131,8,2,0,1,12,0,6,3,2,1,104,1,4,16,3.12,12,2,0,2,0,0,3,0.58,1,1,0,1,0,0,176,0,30,84,62,10,176,11,4,36.4,7,63.6,93,401,145,4,5,0,4,6,115,20,0,6,3,0,12,6,0,0,0,23,2,4,33.3
"2022-2023","Casa Pia","Primeira Liga","Yan Brice Eteki","CMR","MF","24",NA,4,595,6.6,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.7,1,42,9,0,0,0,0,0,0.02,0.08,0.11,0.02,0.11,6.6,22,11,10,11,1,11,23,47.8,12,8,1,7,6,28,9,0,221,267,82.8,3947,1185,98,108,90.7,94,112,83.9,22,31,71,0.5,0.4,-0.5,5,27,5,1,42,0,4,0,0,0.61,0,0,NA,25.1,0,0,0,0.04,-0.2,-0.2,267,260,6,6,2,3,1,0,0,0,0,0,221,1,7,9,1.36,8,0,0,0,0,1,1,0.15,1,0,0,0,0,0,337,10,81,215,43,0,337,16,5,31.3,4,25,171,761,311,1,6,0,4,15,227,9,0,19,30,0,1,11,0,1,0,53,2,9,18.2
"2022-2023","Casa Pia","Primeira Liga","Bolgado","BRA","DF","23",NA,4,487,5.4,1,0,1,1,0,0,3,0,0.3,0.3,0,0.4,0,11,0,0.18,0,0.18,0.18,0.18,0.06,0,0.07,0.06,0.07,5.4,12,6,6,5,1,6,8,75,2,9,5,4,9,21,36,0,158,191,82.7,3295,1002,46,54,85.2,88,98,89.8,23,36,63.9,0,0.1,0,1,9,0,0,11,1,2,1,50,0.37,0.18,0.5,1,16,0,0,0,0.17,0.7,0.7,191,183,7,7,0,2,1,0,0,0,0,0,158,1,1,3,0.56,2,0,0,0,0,1,0,0,0,0,0,0,0,0,269,60,160,101,9,4,269,0,0,NA,0,NA,104,427,228,0,1,0,2,1,132,0,0,8,2,0,1,6,0,2,0,26,17,10,63
"2022-2023","Casa Pia","Primeira Liga","Duplexe Tchamba","CMR","DF","24",NA,4,388,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,4,16,0,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,4.3,7,3,5,1,1,4,8,50,4,5,3,2,5,12,19,0,172,215,80,3292,1335,58,64,90.6,90,102,88.2,22,40,55,0,0.2,0,1,10,1,0,16,0,5,0,0,1.16,0,0,NA,16.3,0,0,0,0.04,-0.2,-0.2,215,206,8,5,0,0,3,3,0,0,0,0,172,1,4,3,0.72,2,1,0,0,0,0,0,0,0,0,0,0,0,0,269,43,142,105,22,6,269,4,4,100,0,0,144,655,381,4,2,0,2,3,163,0,0,4,4,0,3,3,0,0,0,31,15,8,65.2
"2022-2023","Casa Pia","Primeira Liga","Cuca","CPV","MF","31",NA,2,391,4.3,0,0,0,0,0,0,4,0,0.1,0.1,0,0.2,3,29,5,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,4.3,9,8,3,4,2,6,12,50,6,6,0,6,7,16,7,0,153,191,80.1,2502,980,73,88,83,63,76,82.9,12,17,70.6,0,0.1,0,1,22,0,0,29,0,3,0,0,0.69,0,0,NA,26.2,0,0,0,0.04,-0.1,-0.1,191,189,2,2,0,0,1,0,0,0,0,0,153,0,5,12,2.76,10,0,0,1,1,0,1,0.23,1,0,0,0,0,0,249,9,72,144,36,1,249,5,3,60,1,20,105,412,206,3,5,1,6,3,138,5,0,8,6,0,1,8,0,0,0,55,5,7,41.7
"2022-2023","Casa Pia","Primeira Liga","Eduardo Fereira","VEN","FW,MF","21",NA,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0.6,1,0,1,0,0,1,1,100,0,0,0,0,2,3,0,0,16,21,76.2,271,122,6,6,100,9,12,75,1,2,50,0,0.3,0,0,0,0,0,0,0,1,0,0,1.67,0,0,NA,36.8,0,0,0,0.02,0,0,21,10,11,0,0,0,1,10,1,1,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,7,16,5,0,28,0,0,NA,0,NA,10,24,7,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,3,0,3,0
"2022-2023","Casa Pia","Primeira Liga","Carnejy Antoine","HAI","FW,MF","31",NA,0,122,1.4,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,4,5,7,0.74,0,0.74,0.74,0.74,0.4,0.06,0.46,0.4,0.46,1.4,2,1,0,2,0,1,2,50,1,1,0,1,1,3,4,0,26,39,66.7,373,104,16,23,69.6,7,11,63.6,2,2,100,0.1,0.2,-0.1,2,2,3,1,5,1,4,1,25,2.95,0.74,0.25,1,15.6,0,0,0,0.13,0.5,0.5,39,37,2,0,0,0,2,0,0,0,0,0,26,0,2,5,3.72,4,0,0,0,0,1,0,0,0,0,0,0,0,0,71,3,5,30,38,7,71,3,0,0,3,100,41,199,116,4,4,2,7,3,45,7,0,2,0,0,2,1,0,0,0,6,4,15,21.1
"2022-2023","Casa Pia","Primeira Liga","Vitó Ferreira","POR","MF,FW","24",NA,0,70,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0.04,0,0.04,0.04,0.04,0.8,1,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,18,26,69.2,238,57,11,13,84.6,5,6,83.3,1,4,25,0,0,0,0,1,0,0,3,0,1,1,100,1.29,1.29,0,0,28.6,0,0,0,0.03,0,0,26,24,2,0,0,0,3,0,2,2,0,0,18,0,2,1,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,5,11,19,2,35,0,0,NA,0,NA,20,95,3,0,1,0,1,1,24,4,0,3,1,0,3,1,0,0,0,2,1,1,50
"2022-2023","Casa Pia","Primeira Liga","Léo Natel","BRA","FW","25",NA,0,57,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,3,9,0,0,0,0,0,0.4,0.21,0.62,0.4,0.62,0.6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,16,25,64,272,65,10,11,90.9,5,9,55.6,1,2,50,0.1,0.1,-0.1,2,2,0,0,3,0,3,0,0,4.74,0,0,NA,14.7,0,0,0,0.08,-0.3,-0.3,25,24,1,0,0,1,2,0,1,0,1,0,16,0,1,3,4.82,2,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,6,13,18,5,37,5,4,80,1,20,20,163,82,4,2,2,4,0,24,9,0,1,0,0,2,0,0,0,0,3,1,3,25
"2022-2023","Casa Pia","Primeira Liga","Anderson","BRA","MF,FW","23",NA,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,1,1,0,1,0,0,1,0,1,1,0,1,1,2,0,0,3,5,60,50,12,2,2,100,1,1,100,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,6,3,0,10,0,0,NA,0,NA,6,17,2,0,0,0,2,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,NA
"2022-2023","Casa Pia","Primeira Liga","Francisco Kiki","POR","MF","24",NA,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,0,0,4,5,80,40,0,4,4,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,5,0,7,0,0,NA,0,NA,6,41,31,1,0,0,0,0,5,2,0,0,1,0,1,0,0,0,0,1,0,0,NA
"2022-2023","Vizela","Primeira Liga","Kiko Bondoso","POR","FW,MF","26",34,34,2842,31.6,2,3,5,2,0,0,2,0,3.1,3.1,4.6,7.7,74,117,214,0.06,0.1,0.16,0.06,0.16,0.1,0.15,0.24,0.1,0.24,31.6,35,21,11,15,9,19,44,43.2,25,20,1,19,12,47,7,1,703,963,73,10207,3091,424,506,83.8,199,268,74.3,44,77,57.1,4.6,4.3,-1.6,50,75,37,6,117,2,34,15,44.1,1.08,0.48,0.06,0.13,17.1,0,0,0,0.09,-1.1,-1.1,963,947,11,4,18,10,39,1,1,1,0,0,703,5,39,95,3.01,75,1,10,2,6,1,7,0.22,6,0,1,0,0,0,1245,8,136,601,535,90,1245,91,40,44,40,44,724,4553,2419,74,52,20,68,29,926,214,0,13,54,6,39,21,0,0,0,163,10,48,17.2
"2022-2023","Vizela","Primeira Liga","Samu","POR","MF","26",33,32,2685,29.8,3,4,7,2,1,2,7,0,5.4,3.8,4.6,8.4,46,187,110,0.1,0.13,0.23,0.07,0.2,0.18,0.15,0.34,0.13,0.28,29.8,76,44,30,34,12,33,77,42.9,44,46,7,39,45,121,41,0,1115,1461,76.3,17318,6650,613,705,87,371,468,79.3,83,168,49.4,4.6,4.9,-0.6,39,154,39,5,187,3,47,13,27.7,1.58,0.44,0.04,0.15,20.9,3,1,2,0.08,-2.4,-1.8,1461,1315,137,50,7,11,84,17,39,24,6,1,1115,9,41,94,3.15,75,9,1,6,2,1,9,0.3,7,0,1,1,0,0,1814,67,352,962,519,63,1812,39,18,46.2,17,43.6,887,3855,1912,46,28,8,47,33,1176,110,0,64,41,8,84,44,0,0,0,157,24,32,42.9
"2022-2023","Vizela","Primeira Liga","Anderson Jesus","BRA","DF","27",30,30,2667,29.6,3,0,3,3,0,0,9,1,3.5,3.5,0.1,3.6,4,28,10,0.1,0,0.1,0.1,0.1,0.12,0,0.12,0.12,0.12,29.6,31,20,22,9,0,9,17,52.9,8,28,20,8,37,68,168,1,829,1041,79.6,15953,6614,287,330,87,457,513,89.1,77,176,43.8,0.1,0.4,-0.1,3,28,1,0,28,3,14,8,57.1,0.47,0.27,0.21,0.38,11.9,0,0,0,0.25,-0.5,-0.5,1041,1005,35,33,0,4,0,0,0,0,0,0,829,1,5,13,0.44,10,1,0,2,0,0,2,0.07,2,0,0,0,0,0,1352,284,856,456,45,28,1352,3,2,66.7,1,33.3,604,2530,1224,4,3,2,13,4,782,10,1,25,18,1,0,20,0,3,0,106,70,46,60.3
"2022-2023","Vizela","Primeira Liga","Raphael Guzzo","POR","MF","27",30,29,2355,26.2,2,3,5,2,0,0,10,1,2.9,2.9,2.5,5.4,27,148,67,0.08,0.11,0.19,0.08,0.19,0.11,0.1,0.21,0.11,0.21,26.2,63,32,22,34,7,32,59,54.2,27,33,10,23,34,97,26,0,1347,1654,81.4,21494,7899,706,773,91.3,479,573,83.6,114,191,59.7,2.5,1.7,0.5,23,120,20,2,148,2,25,9,36,0.96,0.34,0.08,0.22,19.8,3,0,0,0.12,-0.9,-0.9,1654,1512,138,74,5,10,64,22,36,23,9,0,1347,4,38,46,1.76,32,9,0,2,2,1,4,0.15,2,1,0,0,0,1,1900,83,461,1075,379,30,1900,26,11,42.3,11,42.3,925,4318,2120,27,15,5,31,21,1292,67,1,38,30,2,64,32,1,1,0,174,15,17,46.9
"2022-2023","Vizela","Primeira Liga","Christian Neiva Afonso","POR","DF","27",28,26,2220,24.7,1,1,2,1,0,0,10,0,1.2,1.2,1.6,2.9,25,104,91,0.04,0.04,0.08,0.04,0.08,0.05,0.07,0.12,0.05,0.12,24.7,46,34,27,15,4,24,38,63.2,14,23,13,10,46,92,79,0,899,1266,71,14945,7935,463,535,86.5,341,461,74,81,206,39.3,1.6,1.8,-0.6,24,71,24,13,104,1,20,4,20,0.81,0.16,0.05,0.25,19.6,0,0,0,0.06,-0.2,-0.2,1266,975,285,27,2,5,95,246,12,10,1,0,899,6,31,60,2.43,39,13,4,1,3,0,2,0.08,1,0,0,0,1,0,1546,93,516,661,386,26,1546,37,15,40.5,14,37.8,600,2581,1293,25,21,1,20,6,749,91,0,41,37,6,95,34,0,0,0,146,36,28,56.3
"2022-2023","Vizela","Primeira Liga","Milutin Osmajić","MNE","FW","23",31,26,2041,22.7,8,0,8,8,0,1,5,0,9.2,8.4,1.5,9.9,26,20,120,0.35,0,0.35,0.35,0.35,0.4,0.06,0.47,0.37,0.44,22.7,4,4,0,2,2,2,6,33.3,4,12,2,10,1,5,15,0,223,369,60.4,2516,452,141,199,70.9,45,89,50.6,4,10,40,1.5,1,-1.5,14,10,7,0,20,8,46,22,47.8,2.03,0.97,0.17,0.36,15.4,0,0,1,0.18,-1.2,-0.4,369,349,17,0,1,0,6,1,0,0,0,0,223,3,14,43,1.89,25,0,4,7,4,3,4,0.18,2,0,0,0,1,1,580,17,33,261,295,72,579,34,13,38.2,19,55.9,301,1701,775,26,18,15,70,16,459,120,0,25,33,17,6,4,2,0,0,38,55,104,34.6
"2022-2023","Vizela","Primeira Liga","Bruno Wilson","POR","DF","25",24,23,2048,22.8,0,1,1,0,0,0,4,0,1.2,1.2,0.9,2.2,4,41,3,0,0.04,0.04,0,0.04,0.05,0.04,0.1,0.05,0.1,22.8,21,11,12,8,1,11,15,73.3,4,37,30,7,42,63,124,1,651,884,73.6,13863,6362,209,233,89.7,324,368,88,111,259,42.9,0.9,0.1,0.1,3,44,1,0,41,0,12,3,25,0.53,0.13,0,0,9.4,0,0,0,0.1,-1.2,-1.2,884,827,50,45,0,15,3,4,0,0,0,0,651,7,5,13,0.57,7,1,1,4,0,0,2,0.09,1,0,0,1,0,0,1140,243,722,381,42,27,1140,2,2,100,0,0,510,2427,1324,4,11,1,3,1,653,3,0,17,15,3,3,11,0,1,0,103,57,46,55.3
"2022-2023","Vizela","Primeira Liga","Nuno Gonçalo Moreira","POR","FW,MF","23",29,22,1836,20.4,1,1,2,1,0,0,5,0,3,3,2.9,5.9,43,83,135,0.05,0.05,0.1,0.05,0.1,0.14,0.14,0.29,0.14,0.29,20.4,24,16,12,7,5,13,32,40.6,19,20,4,16,24,48,28,0,444,667,66.6,6861,2548,237,296,80.1,132,189,69.8,41,94,43.6,2.9,3.5,-1.9,26,34,26,4,83,1,53,17,32.1,2.6,0.83,0.02,0.06,23,1,0,0,0.06,-2,-2,667,614,47,10,9,4,57,2,33,22,5,0,444,6,27,66,3.23,41,10,3,5,6,1,3,0.15,2,0,0,0,1,0,931,26,162,365,414,56,931,52,24,46.2,22,42.3,501,2968,1387,43,29,10,47,21,581,135,0,26,37,8,57,16,0,0,0,115,10,16,38.5
"2022-2023","Vizela","Primeira Liga","Igor Julião","BRA","DF","27",20,19,1614,17.9,1,1,2,1,0,0,6,0,0.3,0.3,0.8,1.1,28,44,62,0.06,0.06,0.11,0.06,0.11,0.02,0.05,0.06,0.02,0.06,17.9,29,21,20,6,3,17,23,73.9,6,7,2,5,22,51,40,0,540,724,74.6,8807,3492,296,342,86.5,183,241,75.9,47,96,49,0.8,1.2,0.2,13,37,13,6,44,1,7,1,14.3,0.39,0.06,0.14,1,18.7,0,0,0,0.04,0.7,0.7,724,561,161,17,1,5,32,144,0,0,0,0,540,2,21,22,1.23,16,3,0,0,3,0,1,0.06,0,1,0,0,0,0,870,47,296,379,207,19,870,27,10,37,9,33.3,436,2611,1153,28,27,1,13,8,481,62,0,23,43,6,32,21,0,1,0,94,11,16,40.7
"2022-2023","Vizela","Primeira Liga","Ivanildo Fernandes","CPV","DF","26",20,17,1483,16.5,0,0,0,0,0,0,3,1,0.6,0.6,0.8,1.4,3,35,2,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,16.5,14,6,10,4,0,6,13,46.2,7,19,12,7,16,30,96,0,488,589,82.9,9381,3674,164,190,86.3,264,285,92.6,55,103,53.4,0.8,0.4,-0.8,2,21,0,0,35,0,7,1,14.3,0.42,0.06,0,0,11.9,0,0,0,0.09,-0.6,-0.6,589,562,26,26,0,2,0,0,0,0,0,0,488,1,2,2,0.12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,780,158,468,295,19,13,780,4,3,75,1,25,347,1246,570,3,0,0,7,4,453,2,0,19,6,2,0,6,0,0,1,61,43,13,76.8
"2022-2023","Vizela","Primeira Liga","Claudemir de Souza","BRA","MF","34",22,17,1359,15.1,0,1,1,0,0,0,5,0,0.6,0.6,0.7,1.3,5,68,7,0,0.07,0.07,0,0.07,0.04,0.05,0.08,0.04,0.08,15.1,27,15,12,12,3,22,38,57.9,16,25,11,14,18,45,30,0,719,864,83.2,11910,4306,356,389,91.5,294,340,86.5,52,100,52,0.7,0.5,0.3,6,70,3,1,68,0,10,4,40,0.66,0.26,0,0,13.6,0,0,0,0.06,-0.6,-0.6,864,786,74,41,1,4,6,32,1,0,0,0,719,4,9,25,1.65,20,4,0,1,0,0,1,0.07,1,0,0,0,0,0,1006,52,289,606,115,9,1006,7,4,57.1,3,42.9,456,1626,825,5,5,0,9,6,637,7,0,15,5,3,6,15,0,1,0,110,17,11,60.7
